Member_number,Date,productId,items,productName,price,Category,Revenue,order_id
2884,2015-12-28,4,1,other vegetables,0.8,Fresh Food,0.8,14913
4153,2015-06-13,88,2,house keeping products,8.5,Household & Hygiene,17.0,11127
2184,2015-05-11,23,2,pork,7.2,Fresh Food,14.4,10492
4381,2015-09-30,105,3,bathroom cleaner,5.8,Household & Hygiene,17.4,13248
2920,2015-03-27,49,3,beverages,1.1,Beverages,3.3000000000000003,9646
3967,2015-01-21,11,1,butter,3.2,Dairy,3.2,8377
3135,2015-03-13,19,3,sausage,3.1,Fresh Food,9.3,9385
3459,2015-08-05,25,2,canned beer,1.1,Beverages,2.2,12166
2868,2015-01-09,72,3,salt,0.7,Pantry Staples,2.0999999999999996,8142
2989,2015-01-06,8,1,beef,19.5,Fresh Food,19.5,8081
1440,2015-09-06,71,3,shopping bags,5.12,Household & Hygiene,15.36,12788
2796,2015-05-19,45,3,curd,9.8,Dairy,29.400000000000002,10677
1074,2015-10-16,12,1,fruit/vegetable juice,2.1,Beverages,2.1,13543
2565,2015-09-28,19,1,sausage,3.1,Fresh Food,3.1,13186
1197,2015-01-16,19,2,sausage,3.1,Fresh Food,6.2,8261
1971,2015-08-16,19,3,sausage,3.1,Fresh Food,9.3,12376
3327,2015-03-26,40,2,grapes,9.4,Fresh Food,18.8,9627
1168,2015-03-06,9,3,frankfurter,5.5,Fresh Food,16.5,9254
2814,2015-09-18,26,3,berries,10.8,Fresh Food,32.400000000000006,13002
3298,2015-05-26,7,2,citrus fruit,1.5,Fresh Food,3.0,10801
3728,2015-11-12,25,3,canned beer,1.1,Beverages,3.3000000000000003,14049
2116,2015-08-29,25,3,canned beer,1.1,Beverages,3.3000000000000003,12657
1139,2015-01-19,1,3,tropical fruit,7.8,Fresh Food,23.4,8320
2463,2015-12-26,2,1,whole milk,1.8,Dairy,1.8,14868
2978,2015-06-27,2,2,whole milk,1.8,Dairy,3.6,11412
4525,2015-10-07,4,1,other vegetables,0.8,Fresh Food,0.8,13380
1213,2015-09-14,7,2,citrus fruit,1.5,Fresh Food,3.0,12933
4332,2015-11-24,23,2,pork,7.2,Fresh Food,14.4,14283
1729,2015-12-15,8,3,beef,19.5,Fresh Food,58.5,14675
1695,2015-02-04,57,2,meat,8.5,Fresh Food,17.0,8661
3503,2015-11-29,25,1,canned beer,1.1,Beverages,1.1,14394
3686,2015-01-06,2,1,whole milk,1.8,Dairy,1.8,8086
4264,2015-05-11,31,1,curd cheese,9.2,Dairy,9.2,10512
1545,2015-02-28,7,2,citrus fruit,1.5,Fresh Food,3.0,9133
3195,2015-07-08,141,1,cooking chocolate,7.2,Bakery & Sweets,7.2,11632
1409,2015-02-17,2,2,whole milk,1.8,Dairy,3.6,8917
2800,2015-06-21,35,1,sugar,1.2,Bakery & Sweets,1.2,11296
4453,2015-07-27,10,1,chicken,7.2,Fresh Food,7.2,11976
4820,2015-01-18,7,2,citrus fruit,1.5,Fresh Food,3.0,8317
3716,2015-10-08,19,1,sausage,3.1,Fresh Food,3.1,13389
3270,2015-05-15,2,3,whole milk,1.8,Dairy,5.4,10584
3410,2015-01-16,2,2,whole milk,1.8,Dairy,3.6,8269
3651,2015-10-16,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,13549
2049,2015-01-06,23,2,pork,7.2,Fresh Food,14.4,8075
3507,2015-08-27,22,3,root vegetables,1.8,Fresh Food,5.4,12622
3184,2015-11-20,7,2,citrus fruit,1.5,Fresh Food,3.0,14201
2648,2015-01-29,7,1,citrus fruit,1.5,Fresh Food,1.5,8553
1566,2015-02-24,2,1,whole milk,1.8,Dairy,1.8,9049
4105,2015-02-05,23,1,pork,7.2,Fresh Food,7.2,8691
3537,2015-01-25,7,2,citrus fruit,1.5,Fresh Food,3.0,8464
2300,2015-08-05,9,1,frankfurter,5.5,Fresh Food,5.5,12162
3794,2015-01-04,7,2,citrus fruit,1.5,Fresh Food,3.0,8046
3756,2015-07-11,19,1,sausage,3.1,Fresh Food,3.1,11688
4197,2015-02-06,10,3,chicken,7.2,Fresh Food,21.6,8709
4661,2015-05-10,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,10485
3738,2015-12-30,66,3,onions,1.3,Fresh Food,3.9000000000000004,14958
4567,2015-10-02,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,13276
2831,2015-01-06,9,2,frankfurter,5.5,Fresh Food,11.0,8080
4841,2015-06-09,25,1,canned beer,1.1,Beverages,1.1,11055
1776,2015-04-15,17,3,bottled water,0.5,Beverages,1.5,9992
1364,2015-07-31,38,2,soda,0.8,Beverages,1.6,12042
1926,2015-10-16,30,3,turkey,12.5,Fresh Food,37.5,13544
3496,2015-09-22,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,13081
1498,2015-10-28,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,13763
4436,2015-12-23,4,2,other vegetables,0.8,Fresh Food,1.6,14826
4098,2015-02-06,23,1,pork,7.2,Fresh Food,7.2,8707
4707,2015-02-11,38,1,soda,0.8,Beverages,0.8,8814
4358,2015-06-11,30,3,turkey,12.5,Fresh Food,37.5,11084
3290,2015-05-29,19,3,sausage,3.1,Fresh Food,9.3,10868
1940,2015-06-04,2,1,whole milk,1.8,Dairy,1.8,10948
3363,2015-08-18,44,1,newspapers,3.2,Specialty & Seasonal,3.2,12426
1782,2015-08-01,27,2,coffee,8.5,Beverages,17.0,12066
2756,2015-11-23,21,1,hamburger meat,12.3,Fresh Food,12.3,14256
4379,2015-10-01,30,1,turkey,12.5,Fresh Food,12.5,13266
4686,2015-10-08,19,3,sausage,3.1,Fresh Food,9.3,13394
1230,2015-04-06,2,1,whole milk,1.8,Dairy,1.8,9823
2918,2015-07-19,19,3,sausage,3.1,Fresh Food,9.3,11814
4604,2015-12-09,4,1,other vegetables,0.8,Fresh Food,0.8,14591
4489,2015-11-19,71,2,shopping bags,5.12,Household & Hygiene,10.24,14185
4408,2015-04-20,23,1,pork,7.2,Fresh Food,7.2,10096
1846,2015-05-28,23,1,pork,7.2,Fresh Food,7.2,10837
1658,2015-06-15,8,1,beef,19.5,Fresh Food,19.5,11159
3046,2015-01-09,19,3,sausage,3.1,Fresh Food,9.3,8144
4528,2015-10-13,2,2,whole milk,1.8,Dairy,3.6,13493
1132,2015-09-22,38,1,soda,0.8,Beverages,0.8,13062
2386,2015-12-05,25,3,canned beer,1.1,Beverages,3.3000000000000003,14514
4741,2015-09-08,8,2,beef,19.5,Fresh Food,39.0,12840
3971,2015-10-19,9,3,frankfurter,5.5,Fresh Food,16.5,13612
3029,2015-02-14,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,8869
2758,2015-02-06,4,2,other vegetables,0.8,Fresh Food,1.6,8700
3969,2015-03-05,22,1,root vegetables,1.8,Fresh Food,1.8,9249
2829,2015-10-29,3,3,pip fruit,3.0,Fresh Food,9.0,13783
4573,2015-12-23,19,3,sausage,3.1,Fresh Food,9.3,14829
4726,2015-07-08,4,1,other vegetables,0.8,Fresh Food,0.8,11643
3929,2015-11-06,23,1,pork,7.2,Fresh Food,7.2,13917
1286,2015-07-10,57,2,meat,8.5,Fresh Food,17.0,11660
1648,2015-05-01,23,2,pork,7.2,Fresh Food,14.4,10289
1544,2015-02-25,51,2,dessert,1.15,Bakery & Sweets,2.3,9067
2925,2015-03-16,4,1,other vegetables,0.8,Fresh Food,0.8,9441
1276,2015-11-23,54,3,condensed milk,3.5,Dairy,10.5,14248
1908,2015-07-26,58,3,ice cream,1.8,Frozen & Processed Food,5.4,11947
2519,2015-05-30,10,2,chicken,7.2,Fresh Food,14.4,10880
3096,2015-07-07,22,1,root vegetables,1.8,Fresh Food,1.8,11607
1001,2015-05-02,9,3,frankfurter,5.5,Fresh Food,16.5,10309
4699,2015-03-29,21,2,hamburger meat,12.3,Fresh Food,24.6,9687
1417,2015-09-18,64,3,UHT-milk,2.1,Dairy,6.300000000000001,12997
4034,2015-08-29,9,3,frankfurter,5.5,Fresh Food,16.5,12664
4711,2015-06-19,24,1,pastry,3.1,Bakery & Sweets,3.1,11262
3584,2015-12-17,4,1,other vegetables,0.8,Fresh Food,0.8,14721
2981,2015-12-03,66,3,onions,1.3,Fresh Food,3.9000000000000004,14476
1820,2015-03-21,24,2,pastry,3.1,Bakery & Sweets,6.2,9528
3793,2015-04-15,7,1,citrus fruit,1.5,Fresh Food,1.5,10002
1965,2015-08-04,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,12139
4903,2015-05-01,10,1,chicken,7.2,Fresh Food,7.2,10308
1845,2015-02-11,2,1,whole milk,1.8,Dairy,1.8,8801
2384,2015-01-02,10,1,chicken,7.2,Fresh Food,7.2,8001
2584,2015-04-25,71,3,shopping bags,5.12,Household & Hygiene,15.36,10172
1193,2015-11-12,7,2,citrus fruit,1.5,Fresh Food,3.0,14040
4267,2015-09-06,7,2,citrus fruit,1.5,Fresh Food,3.0,12797
2707,2015-05-05,10,2,chicken,7.2,Fresh Food,14.4,10376
3214,2015-05-08,50,1,bottled beer,1.8,Beverages,1.8,10436
1171,2015-01-15,53,3,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,8246
1950,2015-11-11,4,1,other vegetables,0.8,Fresh Food,0.8,14023
4737,2015-09-19,23,2,pork,7.2,Fresh Food,14.4,13027
3589,2015-11-04,2,2,whole milk,1.8,Dairy,3.6,13884
2246,2015-08-29,8,3,beef,19.5,Fresh Food,58.5,12658
2128,2015-08-10,19,1,sausage,3.1,Fresh Food,3.1,12253
3866,2015-04-21,22,2,root vegetables,1.8,Fresh Food,3.6,10114
1882,2015-07-09,10,3,chicken,7.2,Fresh Food,21.6,11648
2574,2015-08-25,30,1,turkey,12.5,Fresh Food,12.5,12579
2011,2015-12-22,38,1,soda,0.8,Beverages,0.8,14796
4223,2015-07-20,22,2,root vegetables,1.8,Fresh Food,3.6,11836
2068,2015-04-07,19,2,sausage,3.1,Fresh Food,6.2,9839
3035,2015-05-09,24,1,pastry,3.1,Bakery & Sweets,3.1,10457
2597,2015-05-08,19,1,sausage,3.1,Fresh Food,3.1,10429
1306,2015-01-08,18,2,yogurt,2.2,Dairy,4.4,8114
1789,2015-04-24,3,1,pip fruit,3.0,Fresh Food,3.0,10153
1003,2015-02-10,19,2,sausage,3.1,Fresh Food,6.2,8768
3378,2015-01-13,29,1,ham,15.2,Fresh Food,15.2,8215
4460,2015-05-01,57,2,meat,8.5,Fresh Food,17.0,10304
1961,2015-06-21,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,11287
4576,2015-06-18,57,2,meat,8.5,Fresh Food,17.0,11233
3061,2015-02-10,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,8781
1016,2015-07-19,10,3,chicken,7.2,Fresh Food,21.6,11802
3528,2015-05-19,19,1,sausage,3.1,Fresh Food,3.1,10684
4566,2015-03-10,25,3,canned beer,1.1,Beverages,3.3000000000000003,9343
1979,2015-11-20,18,2,yogurt,2.2,Dairy,4.4,14199
3662,2015-12-03,10,1,chicken,7.2,Fresh Food,7.2,14481
2700,2015-05-13,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,10538
2432,2015-12-12,2,1,whole milk,1.8,Dairy,1.8,14629
2693,2015-08-17,9,1,frankfurter,5.5,Fresh Food,5.5,12400
1456,2015-11-20,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,14193
4081,2015-10-20,2,1,whole milk,1.8,Dairy,1.8,13626
4588,2015-06-30,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,11482
1892,2015-03-08,4,2,other vegetables,0.8,Fresh Food,1.6,9295
1922,2015-02-07,19,1,sausage,3.1,Fresh Food,3.1,8719
1440,2015-12-06,19,2,sausage,3.1,Fresh Food,6.2,14528
1420,2015-06-19,25,2,canned beer,1.1,Beverages,2.2,11238
2273,2015-10-21,1,1,tropical fruit,7.8,Fresh Food,7.8,13636
4910,2015-11-25,54,3,condensed milk,3.5,Dairy,10.5,14308
4593,2015-08-04,70,1,margarine,3.5,Pantry Staples,3.5,12152
1380,2015-11-21,2,2,whole milk,1.8,Dairy,3.6,14208
4035,2015-07-26,18,2,yogurt,2.2,Dairy,4.4,11954
3063,2015-12-28,41,3,processed cheese,6.4,Dairy,19.200000000000003,14914
2558,2015-08-12,40,1,grapes,9.4,Fresh Food,9.4,12291
1744,2015-06-27,25,2,canned beer,1.1,Beverages,2.2,11404
3162,2015-06-06,38,2,soda,0.8,Beverages,1.6,10991
3216,2015-02-12,2,2,whole milk,1.8,Dairy,3.6,8831
4783,2015-01-27,19,3,sausage,3.1,Fresh Food,9.3,8519
2592,2015-09-25,23,2,pork,7.2,Fresh Food,14.4,13134
3141,2015-07-19,23,2,pork,7.2,Fresh Food,14.4,11816
2315,2015-12-20,30,1,turkey,12.5,Fresh Food,12.5,14770
3318,2015-01-12,4,1,other vegetables,0.8,Fresh Food,0.8,8199
4594,2015-05-02,74,2,whipped/sour cream,5.5,Dairy,11.0,10333
2428,2015-08-14,59,2,hard cheese,4.5,Dairy,9.0,12330
4613,2015-05-17,23,1,pork,7.2,Fresh Food,7.2,10634
1676,2015-10-11,7,3,citrus fruit,1.5,Fresh Food,4.5,13437
1259,2015-11-21,19,3,sausage,3.1,Fresh Food,9.3,14207
3930,2015-07-12,7,3,citrus fruit,1.5,Fresh Food,4.5,11708
3995,2015-06-26,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,11399
1038,2015-12-14,81,3,Instant food products,0.6,Frozen & Processed Food,1.7999999999999998,14653
4794,2015-09-06,19,3,sausage,3.1,Fresh Food,9.3,12800
3960,2015-09-21,9,3,frankfurter,5.5,Fresh Food,16.5,13057
3077,2015-01-05,10,3,chicken,7.2,Fresh Food,21.6,8064
1161,2015-03-14,4,1,other vegetables,0.8,Fresh Food,0.8,9400
1800,2015-04-16,10,3,chicken,7.2,Fresh Food,21.6,10009
1717,2015-11-09,10,3,chicken,7.2,Fresh Food,21.6,13977
1888,2015-06-06,29,3,ham,15.2,Fresh Food,45.599999999999994,10980
2138,2015-03-04,3,2,pip fruit,3.0,Fresh Food,6.0,9220
1866,2015-02-13,19,1,sausage,3.1,Fresh Food,3.1,8842
4745,2015-09-29,29,1,ham,15.2,Fresh Food,15.2,13222
1269,2015-09-12,4,1,other vegetables,0.8,Fresh Food,0.8,12901
4721,2015-06-15,19,3,sausage,3.1,Fresh Food,9.3,11175
2885,2015-03-22,1,3,tropical fruit,7.8,Fresh Food,23.4,9553
1435,2015-04-24,29,2,ham,15.2,Fresh Food,30.4,10152
1887,2015-02-03,1,1,tropical fruit,7.8,Fresh Food,7.8,8639
4776,2015-03-26,25,3,canned beer,1.1,Beverages,3.3000000000000003,9636
4313,2015-05-16,35,1,sugar,1.2,Bakery & Sweets,1.2,10609
3545,2015-08-28,17,2,bottled water,0.5,Beverages,1.0,12645
2307,2015-03-12,2,2,whole milk,1.8,Dairy,3.6,9367
1215,2015-01-18,3,2,pip fruit,3.0,Fresh Food,6.0,8297
1428,2015-01-18,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,8298
4297,2015-10-27,2,3,whole milk,1.8,Dairy,5.4,13756
1812,2015-10-14,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,13503
2217,2015-12-02,38,2,soda,0.8,Beverages,1.6,14450
2378,2015-04-15,74,3,whipped/sour cream,5.5,Dairy,16.5,9995
2397,2015-06-23,127,2,organic sausage,8.6,Fresh Food,17.2,11337
3419,2015-08-20,66,1,onions,1.3,Fresh Food,1.3,12469
4131,2015-03-29,19,2,sausage,3.1,Fresh Food,6.2,9685
2220,2015-08-04,19,1,sausage,3.1,Fresh Food,3.1,12140
3870,2015-03-21,22,2,root vegetables,1.8,Fresh Food,3.6,9535
1483,2015-06-14,22,3,root vegetables,1.8,Fresh Food,5.4,11135
3449,2015-11-29,23,3,pork,7.2,Fresh Food,21.6,14393
1959,2015-12-13,2,2,whole milk,1.8,Dairy,3.6,14642
4825,2015-01-17,29,3,ham,15.2,Fresh Food,45.599999999999994,8295
3289,2015-05-02,9,3,frankfurter,5.5,Fresh Food,16.5,10325
1256,2015-08-29,64,3,UHT-milk,2.1,Dairy,6.300000000000001,12654
3369,2015-03-23,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,9575
2191,2015-10-25,3,3,pip fruit,3.0,Fresh Food,9.0,13701
4645,2015-12-06,1,1,tropical fruit,7.8,Fresh Food,7.8,14544
3818,2015-08-08,57,2,meat,8.5,Fresh Food,17.0,12229
3857,2015-11-04,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,13885
3651,2015-07-31,22,3,root vegetables,1.8,Fresh Food,5.4,12054
3689,2015-07-29,143,3,liqueur,9.5,Specialty & Seasonal,28.5,12018
2361,2015-10-03,38,2,soda,0.8,Beverages,1.6,13289
2513,2015-12-15,70,1,margarine,3.5,Pantry Staples,3.5,14682
2110,2015-07-29,9,1,frankfurter,5.5,Fresh Food,5.5,12009
4895,2015-07-21,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,11866
2756,2015-07-31,19,2,sausage,3.1,Fresh Food,6.2,12050
1960,2015-01-09,10,2,chicken,7.2,Fresh Food,14.4,8139
3924,2015-10-29,69,2,domestic eggs,1.25,Fresh Food,2.5,13786
3020,2015-08-27,54,2,condensed milk,3.5,Dairy,7.0,12617
4531,2015-08-10,25,2,canned beer,1.1,Beverages,2.2,12263
4901,2015-02-14,9,1,frankfurter,5.5,Fresh Food,5.5,8876
3787,2015-09-24,23,1,pork,7.2,Fresh Food,7.2,13123
3688,2015-09-24,2,1,whole milk,1.8,Dairy,1.8,13122
4717,2015-04-10,1,3,tropical fruit,7.8,Fresh Food,23.4,9916
2210,2015-09-25,23,2,pork,7.2,Fresh Food,14.4,13132
4152,2015-05-29,22,3,root vegetables,1.8,Fresh Food,5.4,10872
4507,2015-06-18,7,2,citrus fruit,1.5,Fresh Food,3.0,11232
1118,2015-05-13,88,1,house keeping products,8.5,Household & Hygiene,8.5,10531
4953,2015-05-07,3,3,pip fruit,3.0,Fresh Food,9.0,10422
4417,2015-01-21,29,1,ham,15.2,Fresh Food,15.2,8381
2358,2015-12-15,115,2,waffles,2.5,Bakery & Sweets,5.0,14680
3122,2015-02-05,49,2,beverages,1.1,Beverages,2.2,8685
3920,2015-05-10,49,2,beverages,1.1,Beverages,2.2,10480
4592,2015-12-08,7,1,citrus fruit,1.5,Fresh Food,1.5,14577
1326,2015-11-09,58,2,ice cream,1.8,Frozen & Processed Food,3.6,13972
3729,2015-11-29,80,1,salty snack,0.5,Snacks,0.5,14395
2627,2015-10-31,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,13810
3393,2015-11-07,83,2,white bread,0.3,Bakery & Sweets,0.6,13941
4302,2015-08-03,1,2,tropical fruit,7.8,Fresh Food,15.6,12126
1734,2015-02-15,14,2,chocolate,11.5,Bakery & Sweets,23.0,8880
3635,2015-02-26,2,3,whole milk,1.8,Dairy,5.4,9101
3232,2015-12-18,18,2,yogurt,2.2,Dairy,4.4,14742
2805,2015-04-18,27,1,coffee,8.5,Beverages,8.5,10046
2214,2015-01-19,38,1,soda,0.8,Beverages,0.8,8327
4725,2015-12-02,16,2,butter milk,6.1,Dairy,12.2,14466
4975,2015-11-02,23,2,pork,7.2,Fresh Food,14.4,13851
3393,2015-02-23,54,3,condensed milk,3.5,Dairy,10.5,9035
4456,2015-08-08,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,12231
4744,2015-08-29,9,3,frankfurter,5.5,Fresh Food,16.5,12667
1264,2015-07-30,19,2,sausage,3.1,Fresh Food,6.2,12022
3104,2015-05-18,17,3,bottled water,0.5,Beverages,1.5,10653
4966,2015-01-25,19,3,sausage,3.1,Fresh Food,9.3,8473
4183,2015-01-15,80,1,salty snack,0.5,Snacks,0.5,8254
3786,2015-02-10,98,3,light bulbs,5.7,Household & Hygiene,17.1,8784
3299,2015-02-28,66,1,onions,1.3,Fresh Food,1.3,9139
1656,2015-07-07,1,1,tropical fruit,7.8,Fresh Food,7.8,11600
4753,2015-03-05,122,3,soups,4.5,Frozen & Processed Food,13.5,9252
2857,2015-04-18,2,1,whole milk,1.8,Dairy,1.8,10047
3692,2015-10-18,17,2,bottled water,0.5,Beverages,1.0,13592
2613,2015-08-23,4,2,other vegetables,0.8,Fresh Food,1.6,12537
3509,2015-07-08,38,3,soda,0.8,Beverages,2.4000000000000004,11636
3048,2015-10-06,9,2,frankfurter,5.5,Fresh Food,11.0,13351
1160,2015-08-21,69,1,domestic eggs,1.25,Fresh Food,1.25,12479
2629,2015-04-26,31,2,curd cheese,9.2,Dairy,18.4,10186
1444,2015-06-06,11,3,butter,3.2,Dairy,9.600000000000001,10977
2578,2015-12-01,2,3,whole milk,1.8,Dairy,5.4,14431
4184,2015-06-28,24,1,pastry,3.1,Bakery & Sweets,3.1,11443
3201,2015-11-27,1,3,tropical fruit,7.8,Fresh Food,23.4,14340
3311,2015-05-02,28,2,misc. beverages,1.2,Beverages,2.4,10326
4294,2015-01-08,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,8130
2283,2015-01-18,22,1,root vegetables,1.8,Fresh Food,1.8,8302
3325,2015-11-07,29,3,ham,15.2,Fresh Food,45.599999999999994,13940
3621,2015-11-02,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,13846
1968,2015-10-03,24,1,pastry,3.1,Bakery & Sweets,3.1,13287
3717,2015-04-01,12,2,fruit/vegetable juice,2.1,Beverages,4.2,9741
4704,2015-08-18,100,1,chewing gum,0.5,Specialty & Seasonal,0.5,12436
3904,2015-05-11,19,3,sausage,3.1,Fresh Food,9.3,10507
2336,2015-10-07,4,1,other vegetables,0.8,Fresh Food,0.8,13368
3546,2015-11-22,2,1,whole milk,1.8,Dairy,1.8,14239
3797,2015-08-23,22,3,root vegetables,1.8,Fresh Food,5.4,12539
4607,2015-12-15,58,2,ice cream,1.8,Frozen & Processed Food,3.6,14690
4522,2015-05-18,25,3,canned beer,1.1,Beverages,3.3000000000000003,10660
4695,2015-10-13,1,1,tropical fruit,7.8,Fresh Food,7.8,13494
4919,2015-03-30,7,3,citrus fruit,1.5,Fresh Food,4.5,9706
3289,2015-03-15,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,9430
1200,2015-09-26,65,3,candy,3.6,Bakery & Sweets,10.8,13148
3789,2015-09-06,70,3,margarine,3.5,Pantry Staples,10.5,12795
1289,2015-11-08,4,2,other vegetables,0.8,Fresh Food,1.6,13947
2415,2015-04-29,1,1,tropical fruit,7.8,Fresh Food,7.8,10248
1943,2015-09-30,1,2,tropical fruit,7.8,Fresh Food,15.6,13229
3685,2015-08-26,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,12598
3447,2015-11-27,9,3,frankfurter,5.5,Fresh Food,16.5,14342
2164,2015-10-08,28,1,misc. beverages,1.2,Beverages,1.2,13384
4107,2015-02-05,1,2,tropical fruit,7.8,Fresh Food,15.6,8692
2744,2015-05-19,29,2,ham,15.2,Fresh Food,30.4,10676
1051,2015-08-12,4,2,other vegetables,0.8,Fresh Food,1.6,12284
2087,2015-04-09,1,1,tropical fruit,7.8,Fresh Food,7.8,9882
1020,2015-10-13,25,2,canned beer,1.1,Beverages,2.2,13482
4546,2015-04-09,8,2,beef,19.5,Fresh Food,39.0,9894
1182,2015-11-29,21,2,hamburger meat,12.3,Fresh Food,24.6,14378
2727,2015-12-15,2,3,whole milk,1.8,Dairy,5.4,14683
4314,2015-04-29,48,3,finished products,6.5,Frozen & Processed Food,19.5,10258
2745,2015-02-19,4,1,other vegetables,0.8,Fresh Food,0.8,8963
3147,2015-02-20,7,1,citrus fruit,1.5,Fresh Food,1.5,8981
2677,2015-12-07,19,2,sausage,3.1,Fresh Food,6.2,14551
2321,2015-04-08,19,3,sausage,3.1,Fresh Food,9.3,9862
4708,2015-10-02,23,2,pork,7.2,Fresh Food,14.4,13278
3225,2015-12-12,26,2,berries,10.8,Fresh Food,21.6,14632
3401,2015-09-28,19,3,sausage,3.1,Fresh Food,9.3,13192
3735,2015-04-27,26,3,berries,10.8,Fresh Food,32.400000000000006,10213
2486,2015-11-25,19,3,sausage,3.1,Fresh Food,9.3,14296
4790,2015-08-15,46,1,pasta,3.1,Pantry Staples,3.1,12371
1730,2015-09-19,4,1,other vegetables,0.8,Fresh Food,0.8,13012
4724,2015-02-12,19,2,sausage,3.1,Fresh Food,6.2,8840
4951,2015-01-09,4,1,other vegetables,0.8,Fresh Food,0.8,8152
1341,2015-10-30,9,3,frankfurter,5.5,Fresh Food,16.5,13795
4519,2015-09-02,19,3,sausage,3.1,Fresh Food,9.3,12725
2914,2015-04-01,64,1,UHT-milk,2.1,Dairy,2.1,9733
3916,2015-10-04,2,2,whole milk,1.8,Dairy,3.6,13319
4145,2015-04-11,28,2,misc. beverages,1.2,Beverages,2.4,9939
3657,2015-01-27,107,1,liver loaf,8.5,Fresh Food,8.5,8512
2546,2015-05-07,82,2,pet care,5.8,Pet Care,11.6,10411
2738,2015-02-03,2,2,whole milk,1.8,Dairy,3.6,8644
1491,2015-12-30,10,2,chicken,7.2,Fresh Food,14.4,14944
3268,2015-04-18,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,10050
1820,2015-04-07,23,3,pork,7.2,Fresh Food,21.6,9838
1923,2015-12-06,8,1,beef,19.5,Fresh Food,19.5,14530
2968,2015-10-17,38,3,soda,0.8,Beverages,2.4000000000000004,13574
4970,2015-08-08,82,2,pet care,5.8,Pet Care,11.6,12236
4827,2015-10-03,22,3,root vegetables,1.8,Fresh Food,5.4,13301
3474,2015-04-07,1,1,tropical fruit,7.8,Fresh Food,7.8,9847
4417,2015-03-19,10,3,chicken,7.2,Fresh Food,21.6,9495
3061,2015-11-05,38,2,soda,0.8,Beverages,1.6,13897
4364,2015-05-25,10,2,chicken,7.2,Fresh Food,14.4,10787
2887,2015-01-17,1,1,tropical fruit,7.8,Fresh Food,7.8,8283
1292,2015-10-24,49,3,beverages,1.1,Beverages,3.3000000000000003,13682
1693,2015-12-27,66,3,onions,1.3,Fresh Food,3.9000000000000004,14884
2267,2015-01-07,2,3,whole milk,1.8,Dairy,5.4,8101
2663,2015-09-10,10,2,chicken,7.2,Fresh Food,14.4,12868
1551,2015-06-11,1,1,tropical fruit,7.8,Fresh Food,7.8,11074
3421,2015-05-12,7,3,citrus fruit,1.5,Fresh Food,4.5,10522
2785,2015-07-12,103,2,semi-finished bread,1.1,Frozen & Processed Food,2.2,11701
4326,2015-05-02,1,2,tropical fruit,7.8,Fresh Food,15.6,10331
2871,2015-12-20,21,2,hamburger meat,12.3,Fresh Food,24.6,14773
4969,2015-05-26,19,3,sausage,3.1,Fresh Food,9.3,10810
3463,2015-09-24,1,3,tropical fruit,7.8,Fresh Food,23.4,13118
1504,2015-11-30,45,3,curd,9.8,Dairy,29.400000000000002,14407
2528,2015-10-19,1,3,tropical fruit,7.8,Fresh Food,23.4,13606
1959,2015-05-15,1,3,tropical fruit,7.8,Fresh Food,23.4,10574
2479,2015-01-13,2,3,whole milk,1.8,Dairy,5.4,8211
4809,2015-04-13,108,3,zwieback,12.3,Snacks,36.900000000000006,9974
4047,2015-03-06,60,3,cream cheese,6.3,Dairy,18.9,9270
2781,2015-01-11,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,8176
1837,2015-01-03,57,2,meat,8.5,Fresh Food,17.0,8014
3288,2015-04-26,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,10191
1152,2015-04-20,38,1,soda,0.8,Beverages,0.8,10080
1641,2015-06-23,64,2,UHT-milk,2.1,Dairy,4.2,11330
2685,2015-07-19,9,3,frankfurter,5.5,Fresh Food,16.5,11812
